place_id,name,address,phone,rating,review_count,price_level,types,website,latitude,longitude,business_status,source,source_location,source_query,fetched_at,city,state,high_demand_category,review_volume,is_affordable,high_rating,urban_location,on_ubereats,on_grubhub,vertical,lead_score,score_breakdown,priority,contact_by_date,expected_conversion_prob
ChIJW5ygw9aAhYARSNqml-xlEQ4,Delarosa Marina,"2175 Chestnut St, San Francisco, CA 94123, USA",(415) 673-7100,4.4,1530,2,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://delarosasf.com/,37.800287,-122.4391102,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:55.965695,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJAXvFTcyBhYAR-X-LthJM9Vg,The Good Life Pizza,"3157 Fillmore St, San Francisco, CA 94123, USA",(415) 875-9015,4.5,304,2,"establishment,food,point_of_interest,restaurant",http://thegoodlifepizza.com/,37.79872599999999,-122.436039,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:56.491536,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJTwfdH9SAhYARZ81VKKq8GdY,SF Hole in the Wall Pizza,"3244 Scott St, San Francisco, CA 94123, USA",(415) 875-9919,4.2,352,1,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://sfholewallpizza.com/?utm_source=google,37.7998944,-122.4409525,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:56.864192,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJXdv0KzJ5hYAR8NOcfA4n49w,Little Star Pizza,"1181 Solano Ave, Albany, CA 94706, USA",(510) 526-7827,4.5,994,2,"bar,establishment,food,point_of_interest,restaurant",http://littlestarsolano.com/,37.8906992,-122.2968682,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:57.307479,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJ-UdgVlSHhYARdN1RZs-r7eI,Golden Edge Pizza,"5351 Geary Blvd, San Francisco, CA 94121, USA",(415) 742-4999,4.5,257,1,"establishment,food,point_of_interest,restaurant",http://goldenedgepizzasf.com/,37.7802718,-122.4770895,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:57.663907,San Francisco,CA,False,Medium,True,True,True,True,False,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJP3X8Bnh-hYARUzM5av1VemE,Nick's Pizza and Bakery Made in Oakland,"6400 Shattuck Ave., Oakland, CA 94609, USA",(510) 658-3903,4.6,645,2,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",https://order.toasttab.com/online/nicks-pizza-6400-shattuck-ave,37.8496809,-122.2653223,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:58.040134,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJM7ZMM015hYARTF7hu0UXeZY,Zachary's Chicago Pizza,"1853 Solano Ave, Berkeley, CA 94707, USA",(510) 525-5950,4.6,1997,2,"establishment,food,point_of_interest,restaurant",https://zacharys.com/,37.8916146,-122.2785565,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:58.387664,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJSSVuwJdhhYAR8KW68EXnRAc,Pinky's Pizza & Pub,"2085 N Broadway, Walnut Creek, CA 94596, USA",(925) 939-5000,4.5,609,2,"bar,establishment,food,point_of_interest,restaurant",http://pinkyspizzawc.com/,37.9086368,-122.0620533,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:58.782511,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJT_KDOlOHhYARp00sTmSJKTA,Slice House by Tony Gemignani,"1535 Haight St, San Francisco, CA 94117, USA",(415) 552-2520,4.5,720,1,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://slicehouse.com/,37.769745,-122.44755,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:59.161172,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJ8aHl3MFhhYARQWglxkN5XHo,Slice House by Tony Gemignani,"1500 Mt Diablo Blvd, Walnut Creek, CA 94596, USA",(925) 448-8077,4.4,664,2,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://slicehouse.com/,37.897533,-122.060377,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:15:59.662883,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJWUiFDJqAhYARURdNqAtlWJQ,Golden Kim Tar,"434 Larkin St, San Francisco, CA 94102, USA",(415) 346-8889,4.2,358,1,"establishment,food,meal_takeaway,point_of_interest,restaurant",https://goldenkimtarca.com/,37.781979,-122.417148,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:01.952948,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJvbYFUn2AhYARFwzz8FyFpIs,New Ming's,"641 Mission St, San Francisco, CA 94105, USA",(415) 227-4798,4.1,344,1,"establishment,food,point_of_interest,restaurant",,37.78706529999999,-122.4007815,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:02.230926,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJe1M--Ip5j4ARG9ppyg4TdZU,New Dragon Garden,"136 Hazelwood Dr, South San Francisco, CA 94080, USA",(650) 588-6858,4.3,108,1,"establishment,food,point_of_interest,restaurant",https://www.newdragongardenca.com/?utm_source=gmb&utm_medium=website,37.6421812,-122.4264911,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:02.643249,San Francisco,CA,False,Low,True,True,True,True,True,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.32
ChIJW0aT89KTj4ARtauW3hWb5c0,China Garden,"22253 Redwood Rd, Castro Valley, CA 94546, USA",(510) 727-1193,4.0,363,2,"establishment,food,point_of_interest,restaurant",https://smorefood.com/order-online/china-garden-castro-valley-94546-1xu3vj85?utm_source=gmb&utm_medium=website,37.6849788,-122.0738609,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:02.925003,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJm4ssfa2Rj4ARwiF9C05j8hY,Peking Garden Restaurant,"15950 Hesperian Blvd, San Lorenzo, CA 94580, USA",(510) 481-6368,4.0,282,2,"establishment,food,point_of_interest,restaurant",https://www.pekinggardenslz.com/,37.6802883,-122.1266097,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:03.277837,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJWwMKn_t9j4ARwtkPUWCQq5M,Spicy House 川香小館,"6811 Mission St, Daly City, CA 94014, USA",(650) 991-1188,4.4,290,1,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",http://www.spicyhousetogo.com/,37.6992041,-122.4637487,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:03.656828,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJCz306L-Pj4ARqtrbNSJyaus,New Hong Kong Restaurant,"1750 E 14th St, San Leandro, CA 94577, USA",(510) 357-6288,4.1,156,1,"establishment,food,meal_delivery,point_of_interest,restaurant",http://www.hkcuisineculture.com/,37.7216508,-122.1510719,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:04.025667,San Francisco,CA,False,Low,True,True,True,True,True,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.32
ChIJaehGqLafj4ARTMuyCsdoypE,Cheung Hing Seafood & Dimsum,"600 Ralston Ave, Belmont, CA 94002, USA",(650) 593-1831,4.1,691,2,"establishment,food,point_of_interest,restaurant",https://www.cheunghingorder.com/,37.5218629,-122.2747376,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:04.383134,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJZRiIUcORj4ARCqweCegx9Ts,Tin Fu Chinese Restaurant,"448 W Harder Rd, Hayward, CA 94544, USA",(510) 887-2398,4.1,258,1,"establishment,food,point_of_interest,restaurant",https://www.tinfuchineserestaurant.com/,37.6468294,-122.0885268,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:04.736677,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJeQjiYZWPj4ARRcaEZf6uJ1k,Lee’s garden Chinese restaurant,"21 Thornton St, San Leandro, CA 94577, USA",(510) 483-2328,4.0,182,1,"establishment,food,meal_delivery,point_of_interest,restaurant",https://www.leesgardenca.com/,37.7217767,-122.1519516,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:05.037395,San Francisco,CA,False,Low,True,True,True,True,True,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.32
ChIJse1TEQeGj4AR7rg6PDuyG7U,Tasty Szechuan,"2811 Havenscourt Blvd, Oakland, CA 94605, USA",(510) 562-2865,4.3,309,1,"establishment,food,point_of_interest,restaurant",http://www.tastyszechuanca.com/,37.7699433,-122.1821182,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:05.374973,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJ0QaAqvSAhYAR3ID2OTZi71g,Hunan House,"826 Washington St, San Francisco, CA 94108, USA",(415) 398-1299,3.9,633,2,"establishment,food,point_of_interest,restaurant",https://hunanhousecatogo.com/,37.7951633,-122.4070039,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:05.683726,San Francisco,CA,False,High,True,False,True,True,False,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'Affordable Price': 10}",Medium,2026-02-11,0.35000000000000003
ChIJy1auni98hYARQDFWA4zfgbQ,Chengdu Style Restaurant,"2600 Bancroft Way, Berkeley, CA 94704, USA",(510) 845-5807,4.3,768,1,"establishment,food,point_of_interest,restaurant",https://chengdustylerestaurant.com/,37.868814,-122.2566216,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:06.104505,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJp5aOZ5t-j4ARm1w1_-91FOw,Ying Hui Chinese Restaurant,"5125 Mission St, San Francisco, CA 94112, USA",(415) 333-5266,3.6,93,1,"establishment,food,point_of_interest,restaurant",,37.7167468,-122.440486,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:06.448926,San Francisco,CA,False,Low,True,False,True,False,True,restaurants,60,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'Affordable Price': 10}",Medium,2026-02-11,0.12
ChIJL3smLP-ej4ARgQN_9BVPdJc,Fortune Star | Chinese Restaurant (#1 Mandarin Style),"173 W 25th Ave, San Mateo, CA 94403, USA",(650) 341-3432,3.9,91,2,"establishment,food,point_of_interest,restaurant",https://www.fortunestarchineseca.com/,37.5433296,-122.3084696,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:06.753355,San Francisco,CA,False,Low,True,False,True,False,False,restaurants,35,"{'Review Volume': 10, 'Urban Location': 15, 'Affordable Price': 10}",Low,2026-02-27,0.12
ChIJTcQvb4-AhYARxgpb4-1EyJM,Amazing Kitchen,"101 Cyril Magnin St, San Francisco, CA 94102, USA",(415) 398-8188,4.0,546,2,"establishment,food,point_of_interest,restaurant",https://amazingkitchen101.com/,37.7854949,-122.4088501,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:07.239367,San Francisco,CA,False,High,True,True,True,False,False,restaurants,55,"{'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.25
ChIJD5YiqZZmhYARgjucJNb-tFY,Chef Choy Chinese food,"548 Contra Costa Blvd W, Pleasant Hill, CA 94523, USA",(925) 671-0655,4.4,568,2,"establishment,food,point_of_interest,restaurant",http://chefchoy.kwickmenu.com/index.php,37.9791671,-122.0678677,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:07.576967,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJgRHvNaV3j4ARBf4uLyoPRNg,Cheung Hing Restaurant,"245 El Camino Real, Millbrae, CA 94030, USA",(650) 652-3938,3.8,577,1,"establishment,food,point_of_interest,restaurant",https://www.cheunghing3938.com/,37.6007933,-122.3904663,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:07.999606,San Francisco,CA,False,High,True,False,True,True,False,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'Affordable Price': 10}",Medium,2026-02-11,0.35000000000000003
ChIJhZuW-9-Rj4ARYzBK9W2ga-o,Tasty Szechuan,"766 A St, Hayward, CA 94541, USA",(510) 274-5878,4.6,253,2,"establishment,food,point_of_interest,restaurant",https://www.tastyszechuan766.com/,37.67246859999999,-122.0866036,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:08.248078,San Francisco,CA,False,Medium,True,True,True,False,False,restaurants,50,"{'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Low,2026-02-27,0.25
ChIJgZzlUW2RhYARFPwvwY1-lr4,Mamahuhu,"173 Throckmorton Ave, Mill Valley, CA 94941, USA",(415) 888-3266,4.7,307,2,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",http://www.eatmamahuhu.com/,37.9052952,-122.5494049,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T17:16:08.597667,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJ5WRITUd-j4ARIcl68TeeR8M,Taquería El Farolito,"2779 Mission St, San Francisco, CA 94110, USA",(415) 824-7877,4.5,5565,1,"establishment,food,point_of_interest,restaurant",https://rebrand.ly/farolito,37.75264629999999,-122.4183182,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:10.845111,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJG9jGJeWAhYARE2wvx9yx7io,Cilantro SF Taqueria,"2257 Mason St, San Francisco, CA 94133, USA",(415) 655-9948,4.6,1363,1,"establishment,food,point_of_interest,restaurant",http://www.cilantrosftaqueria.com/,37.8045027,-122.4135687,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:11.143680,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJNRYQAalzhYARGSjtjW1jHX4,El Tesoro Mazatlan,"658 Benicia Rd, Vallejo, CA 94591, USA",(707) 980-7711,4.7,1374,1,"establishment,food,point_of_interest,restaurant",https://eltesoromazatlan.com/,38.0946228,-122.2282643,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:11.455002,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJfcaly4eAhYARSIvvfFpH64w,Tropisueno,"75 Yerba Buena Ln, San Francisco, CA 94103, USA",(415) 985-2264,4.3,3797,2,"bar,establishment,food,point_of_interest,restaurant",https://www.tropisueno.com/,37.7853583,-122.40405,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:11.886970,San Francisco,CA,False,High,True,True,True,False,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJrTYB1UZ-j4ARdeRB5Wzp_CE,La Taqueria,"2889 Mission St, San Francisco, CA 94110, USA",(415) 285-7117,4.5,6984,1,"establishment,food,point_of_interest,restaurant",https://lataqueriasf.net/,37.7508961,-122.4180867,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:12.208687,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJdVUPu9KTj4AR46iOQt_97Is,Los Molcajetes Fresh & Grill,"22154 Redwood Rd, Castro Valley, CA 94546, USA",(510) 733-5133,4.2,765,1,"establishment,food,point_of_interest,restaurant",http://losmolcajetesfreshgrill.net/,37.6860739,-122.0731514,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:12.458203,San Francisco,CA,False,High,True,True,True,False,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJGarizsuVj4ARs9CPTt4y29Y,Los Carnalitos Restaurant,"30200 Industrial Pkwy SW, Hayward, CA 94544, USA",(510) 324-8125,4.5,1120,2,"establishment,food,point_of_interest,restaurant",http://loscarnalitos.com/,37.6087644,-122.0645572,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:12.886953,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJ34ZM41eHhYARtFWHvf2S04Y,Que Chulada,"5850 Geary Blvd, San Francisco, CA 94121, USA",(415) 702-6433,4.6,322,0,"establishment,food,meal_takeaway,point_of_interest,restaurant",https://www.quechuladasf.com/,37.7804597,-122.4823644,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T17:16:13.137626,San Francisco,CA,False,Medium,True,True,True,True,False,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
