place_id,name,address,phone,rating,review_count,price_level,types,website,latitude,longitude,business_status,source,source_location,source_query,fetched_at
ChIJJwTDkk2Pj4AR-RdShJTTRXE,Slice House by Tony Gemignani,"135 Parrott St, San Leandro, CA 94577, USA",(510) 281-0725,4.4,421,2.0,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://slicehouse.com/,37.7220987,-122.1535334,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:43.131968
ChIJk772Tbafj4ARBkP3uQ9BPIU,Slice House by Tony Gemignani,"1000 El Camino Real C, Belmont, CA 94002, USA",(650) 394-4118,4.5,300,1.0,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",http://slicehouse.com/,37.5198889,-122.275825,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:43.446117
ChIJUdK79txhhYAR1HzbPgpKYIg,panCoast Pizza,"1516 S Main St, Walnut Creek, CA 94596, USA",(925) 954-1178,4.5,467,2.0,"establishment,food,meal_delivery,point_of_interest,restaurant",http://pancoastpizza.com/,37.8902065,-122.0572641,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:43.911373
ChIJL726-YSAhYARYJeA6x0pp6A,Montesacro SoMa,"510 Stevenson St, San Francisco, CA 94103, USA",(415) 795-3040,4.5,1609,2.0,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://www.montesacro.com/,37.7815509,-122.4101336,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:44.289878
ChIJp5VgLIaAhYARLC-hH-r89rM,Delarosa Downtown,"37 Yerba Buena Ln, San Francisco, CA 94103, USA",(415) 872-7363,4.2,2061,2.0,"bar,establishment,food,point_of_interest,restaurant",https://www.delarosasf.com/location/downtown/,37.7858018,-122.4042441,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:44.693458
ChIJJf_0iciAj4ARFEgEI49mTNg,Forge Rockridge,"5900 College Ave, Oakland, CA 94618, USA",(510) 268-3200,4.3,1203,2.0,"establishment,food,point_of_interest,restaurant",https://www.forgerockridge.com/,37.8472911,-122.2518918,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:45.312264
ChIJAXvFTcyBhYAR-X-LthJM9Vg,The Good Life Pizza,"3157 Fillmore St, San Francisco, CA 94123, USA",(415) 875-9015,4.5,304,2.0,"establishment,food,point_of_interest,restaurant",http://thegoodlifepizza.com/,37.79872599999999,-122.436039,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:45.626020
ChIJTwfdH9SAhYARZ81VKKq8GdY,SF Hole in the Wall Pizza,"3244 Scott St, San Francisco, CA 94123, USA",(415) 875-9919,4.2,352,1.0,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://sfholewallpizza.com/?utm_source=google,37.7998944,-122.4409525,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:45.956952
ChIJW5ygw9aAhYARSNqml-xlEQ4,Delarosa Marina,"2175 Chestnut St, San Francisco, CA 94123, USA",(415) 673-7100,4.4,1530,2.0,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://delarosasf.com/,37.800287,-122.4391102,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:46.274948
ChIJNTz6dvSAhYARYjrGvbdP5R8,Pizzelle di North Beach,"314 Columbus Ave, San Francisco, CA 94133, USA",(415) 398-3555,4.4,522,2.0,"establishment,food,point_of_interest,restaurant,store",https://pizzelle314.com/,37.7982361,-122.4069108,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T15:59:46.874582
ChIJWUiFDJqAhYARURdNqAtlWJQ,Golden Kim Tar,"434 Larkin St, San Francisco, CA 94102, USA",(415) 346-8889,4.2,358,1.0,"establishment,food,meal_takeaway,point_of_interest,restaurant",https://goldenkimtarca.com/,37.781979,-122.417148,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:49.242752
ChIJvbYFUn2AhYARFwzz8FyFpIs,New Ming's,"641 Mission St, San Francisco, CA 94105, USA",(415) 227-4798,4.1,344,1.0,"establishment,food,point_of_interest,restaurant",,37.78706529999999,-122.4007815,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:49.615060
ChIJC31u4wNkhYARsFtcbEyEaPQ,Ming's,"2653 Pleasant Hill Rd, Pleasant Hill, CA 94523, USA",(925) 934-9393,4.4,560,1.0,"establishment,food,point_of_interest,restaurant",http://www.mingspleasanthill.co/,37.9546737,-122.0897208,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:49.937603
ChIJe1M--Ip5j4ARG9ppyg4TdZU,New Dragon Garden,"136 Hazelwood Dr, South San Francisco, CA 94080, USA",(650) 588-6858,4.3,108,1.0,"establishment,food,point_of_interest,restaurant",https://www.newdragongardenca.com/?utm_source=gmb&utm_medium=website,37.6421812,-122.4264911,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:50.179408
ChIJN1Zo_zi7j4ARIT2NbTuxNZQ,Taste,"423 University Ave, Palo Alto, CA 94301, USA",(650) 323-6488,4.6,995,2.0,"establishment,food,point_of_interest,restaurant",https://www.taste-paloalto.com/,37.4475347,-122.1603022,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:50.466518
ChIJW0aT89KTj4ARtauW3hWb5c0,China Garden,"22253 Redwood Rd, Castro Valley, CA 94546, USA",(510) 727-1193,4.0,363,2.0,"establishment,food,point_of_interest,restaurant",https://smorefood.com/order-online/china-garden-castro-valley-94546-1xu3vj85?utm_source=gmb&utm_medium=website,37.6849788,-122.0738609,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:50.713420
ChIJm4ssfa2Rj4ARwiF9C05j8hY,Peking Garden Restaurant,"15950 Hesperian Blvd, San Lorenzo, CA 94580, USA",(510) 481-6368,4.0,282,2.0,"establishment,food,point_of_interest,restaurant",https://www.pekinggardenslz.com/,37.6802883,-122.1266097,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:51.048630
ChIJWwMKn_t9j4ARwtkPUWCQq5M,Spicy House 川香小館,"6811 Mission St, Daly City, CA 94014, USA",(650) 991-1188,4.4,290,1.0,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",http://www.spicyhousetogo.com/,37.6992041,-122.4637487,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:51.284571
ChIJCz306L-Pj4ARqtrbNSJyaus,New Hong Kong Restaurant,"1750 E 14th St, San Leandro, CA 94577, USA",(510) 357-6288,4.1,156,1.0,"establishment,food,meal_delivery,point_of_interest,restaurant",http://www.hkcuisineculture.com/,37.7216508,-122.1510719,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:51.634300
ChIJaehGqLafj4ARTMuyCsdoypE,Cheung Hing Seafood & Dimsum,"600 Ralston Ave, Belmont, CA 94002, USA",(650) 593-1831,4.1,691,2.0,"establishment,food,point_of_interest,restaurant",https://www.cheunghingorder.com/,37.5218629,-122.2747376,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:52.035641
ChIJZRiIUcORj4ARCqweCegx9Ts,Tin Fu Chinese Restaurant,"448 W Harder Rd, Hayward, CA 94544, USA",(510) 887-2398,4.1,258,1.0,"establishment,food,point_of_interest,restaurant",https://www.tinfuchineserestaurant.com/,37.6468294,-122.0885268,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:52.353321
ChIJ24-lQKV3j4ARzs9SiAZKuFs,wonderful,"270 Broadway, Millbrae, CA 94030, USA",(650) 651-8888,4.3,895,2.0,"establishment,food,meal_takeaway,point_of_interest,restaurant",http://wonderful.restaurant/,37.6006906,-122.391378,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:52.785010
ChIJkZAk4z5-j4ARyOeKik6GJA0,Heung Yuen,"3279 22nd St, San Francisco, CA 94110, USA",(415) 648-2666,4.1,262,1.0,"establishment,food,point_of_interest,restaurant",http://www.heungyuenrestaurant.com/,37.7552531,-122.4204826,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:53.155736
ChIJ1z_-pS6-j4ARp-Hj9I8PjOM,Ping's Bistro Fremont,"34145 Fremont Blvd, Fremont, CA 94555, USA",(510) 744-9988,4.4,781,2.0,"establishment,food,point_of_interest,restaurant",https://www.ordertogo.com/restaurants/pbfr/mesh,37.5753059,-122.0441278,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:53.713589
ChIJeQjiYZWPj4ARRcaEZf6uJ1k,Lee’s garden Chinese restaurant,"21 Thornton St, San Leandro, CA 94577, USA",(510) 483-2328,4.0,182,1.0,"establishment,food,meal_delivery,point_of_interest,restaurant",https://www.leesgardenca.com/,37.7217767,-122.1519516,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:54.292217
ChIJse1TEQeGj4AR7rg6PDuyG7U,Tasty Szechuan,"2811 Havenscourt Blvd, Oakland, CA 94605, USA",(510) 562-2865,4.3,309,1.0,"establishment,food,point_of_interest,restaurant",http://www.tastyszechuanca.com/,37.7699433,-122.1821182,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:54.655389
ChIJ0QaAqvSAhYAR3ID2OTZi71g,Hunan House,"826 Washington St, San Francisco, CA 94108, USA",(415) 398-1299,3.9,633,2.0,"establishment,food,point_of_interest,restaurant",https://hunanhousecatogo.com/,37.7951633,-122.4070039,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:54.890212
ChIJhZuW-9-Rj4ARYzBK9W2ga-o,Tasty Szechuan,"766 A St, Hayward, CA 94541, USA",(510) 274-5878,4.6,253,2.0,"establishment,food,point_of_interest,restaurant",https://www.tastyszechuan766.com/,37.67246859999999,-122.0866036,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:55.196495
ChIJh1kb3pmAj4ARxmPKTd4sgFE,Ben's,"398 3rd St, Oakland, CA 94607, USA",(510) 763-8336,4.8,112,1.0,"establishment,food,point_of_interest,restaurant",,37.7962278,-122.2743483,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:55.521997
ChIJp5aOZ5t-j4ARm1w1_-91FOw,Ying Hui Chinese Restaurant,"5125 Mission St, San Francisco, CA 94112, USA",(415) 333-5266,3.6,93,1.0,"establishment,food,point_of_interest,restaurant",,37.7167468,-122.440486,OPERATIONAL,google_places,"San Francisco, CA",chinese restaurants,2026-01-28T15:59:55.826672
ChIJ5WRITUd-j4ARIcl68TeeR8M,Taquería El Farolito,"2779 Mission St, San Francisco, CA 94110, USA",(415) 824-7877,4.5,5565,1.0,"establishment,food,point_of_interest,restaurant",https://rebrand.ly/farolito,37.75264629999999,-122.4183182,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:58.000321
ChIJG9jGJeWAhYARE2wvx9yx7io,Cilantro SF Taqueria,"2257 Mason St, San Francisco, CA 94133, USA",(415) 655-9948,4.6,1363,1.0,"establishment,food,point_of_interest,restaurant",http://www.cilantrosftaqueria.com/,37.8045027,-122.4135687,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:58.353852
ChIJNRYQAalzhYARGSjtjW1jHX4,El Tesoro Mazatlan,"658 Benicia Rd, Vallejo, CA 94591, USA",(707) 980-7711,4.7,1374,1.0,"establishment,food,point_of_interest,restaurant",https://eltesoromazatlan.com/,38.0946228,-122.2282643,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:58.611994
ChIJfcaly4eAhYARSIvvfFpH64w,Tropisueno,"75 Yerba Buena Ln, San Francisco, CA 94103, USA",(415) 985-2264,4.3,3797,2.0,"bar,establishment,food,point_of_interest,restaurant",https://www.tropisueno.com/,37.7853583,-122.40405,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:59.100821
ChIJrTYB1UZ-j4ARdeRB5Wzp_CE,La Taqueria,"2889 Mission St, San Francisco, CA 94110, USA",(415) 285-7117,4.5,6984,1.0,"establishment,food,point_of_interest,restaurant",https://lataqueriasf.net/,37.7508961,-122.4180867,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:59.375208
ChIJdVUPu9KTj4AR46iOQt_97Is,Los Molcajetes Fresh & Grill,"22154 Redwood Rd, Castro Valley, CA 94546, USA",(510) 733-5133,4.2,765,1.0,"establishment,food,point_of_interest,restaurant",http://losmolcajetesfreshgrill.net/,37.6860739,-122.0731514,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T15:59:59.898198
ChIJGarizsuVj4ARs9CPTt4y29Y,Los Carnalitos Restaurant,"30200 Industrial Pkwy SW, Hayward, CA 94544, USA",(510) 324-8125,4.5,1120,2.0,"establishment,food,point_of_interest,restaurant",http://loscarnalitos.com/,37.6087644,-122.0645572,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:00.153986
ChIJgxHvsnR_j4ARtr5BoTIWlVc,Al Carajo,"3224 1/2 22nd St, San Francisco, CA 94110, USA",(415) 400-4146,4.8,382,2.0,"establishment,food,point_of_interest,restaurant",https://alcarajosf.com/,37.7555092,-122.4194007,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:00.429885
ChIJ34ZM41eHhYARtFWHvf2S04Y,Que Chulada,"5850 Geary Blvd, San Francisco, CA 94121, USA",(415) 702-6433,4.6,322,,"establishment,food,meal_takeaway,point_of_interest,restaurant",https://www.quechuladasf.com/,37.7804597,-122.4823644,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:00.740705
ChIJGU_GRs95j4ARI0FIdZE2cd4,Taqueria San Bruno,"1045 San Mateo Ave, San Bruno, CA 94066, USA",(650) 873-1752,4.6,1934,1.0,"establishment,food,point_of_interest,restaurant",https://taqueriasanbruno.net/,37.6353525,-122.4116089,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:00.963379
ChIJg8Bga_OGj4ARGhX4dHtDk1Y,Guadalajara,"1001 Fruitvale Ave, Oakland, CA 94601, USA",(510) 533-7194,4.3,2534,1.0,"establishment,food,point_of_interest,restaurant",http://www.guadalajaraoakland.com/,37.77550859999999,-122.2272474,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:01.200996
ChIJfV6oqo6AhYARFQoiAK9yZmE,Taqueria Mana,"439 Stockton St, San Francisco, CA 94108, USA",(415) 421-3781,4.5,484,1.0,"establishment,food,point_of_interest,restaurant",,37.7901283,-122.4072846,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:01.475296
ChIJaXP68th_j4ARM1yRi2_hi6I,El Metate,"2406 Bryant St, San Francisco, CA 94110, USA",(415) 641-7209,4.6,405,2.0,"establishment,food,point_of_interest,restaurant",https://elmetatesf.com/,37.7557692,-122.4096277,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:01.710160
ChIJoR-kln9-hYARcmyJLgzbdW4,Taqueria La Familia,"2971 Shattuck Ave., Berkeley, CA 94705, USA",(510) 548-3420,4.3,361,1.0,"establishment,food,point_of_interest,restaurant",,37.8556795,-122.2663081,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:02.166156
ChIJw0Ur_Xx3j4ARPLFEgpW6ajk,Taqueria Mi Durango,"287 El Camino Real, San Bruno, CA 94066, USA",(650) 588-8810,4.6,1157,1.0,"establishment,food,point_of_interest,restaurant",https://www.taqueriamidurango.com/,37.6196406,-122.4106114,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:02.519816
ChIJFftskJFmhYARtyWRAQdMZIE,Los Panchos Restaurant - Pleasant Hill,"232 Golf Club Rd, Pleasant Hill, CA 94523, USA",(925) 689-4430,4.4,903,1.0,"establishment,food,point_of_interest,restaurant",https://www.lospanchosrestaurant.com/,37.9716493,-122.068588,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:02.792085
ChIJm0bD7GK7hYAR6BrtVpJSC74,Mi Pueblo Taqueria,"905 Grant Ave, Novato, CA 94945, USA",(415) 878-0122,4.2,997,2.0,"establishment,food,point_of_interest,restaurant",http://eatmipueblonovato.com/,38.1071506,-122.5691983,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:03.049584
ChIJ6Z5t1n6AhYARaY_WxdP44r0,Garaje,"475 3rd St, San Francisco, CA 94107, USA",(415) 644-0838,4.6,2204,1.0,"establishment,food,point_of_interest,restaurant",https://www.garaje475.co/,37.7817989,-122.3960425,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:03.302248
ChIJxe2E6r5mhYARnvG5Mkd1Yjg,El Tapatio Restaurant & Cantina,"40 Golf Club Rd, Pleasant Hill, CA 94523, USA",(925) 676-2420,4.4,770,2.0,"establishment,food,point_of_interest,restaurant",https://www.eltaps.com/,37.9717772,-122.0657826,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:03.570140
ChIJfa-sACuBhYARmFn2VYQ11U4,Barrio,"900 North Point St Unit J 101, San Francisco, CA 94133, USA",(415) 741-2000,4.4,924,2.0,"bar,establishment,food,point_of_interest,restaurant",http://barriosf.com/,37.8060737,-122.4223029,OPERATIONAL,google_places,"San Francisco, CA",mexican restaurants,2026-01-28T16:00:03.817257
ChIJRRbkIx5-j4ARLyQH0X-xdbY,Safeway,"2020 Market St, San Francisco, CA 94114, USA",(415) 861-7660,3.8,4504,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/san-francisco/2020-market-st.html,37.7691755,-122.4278748,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:06.032753
ChIJS53IevKGj4ARcWN0fAkZVIY,Foodmaxx,"3000 E 9th St, Oakland, CA 94606, USA",(510) 437-8000,4.0,2316,,"establishment,food,grocery_or_supermarket,meal_delivery,point_of_interest,restaurant,store,supermarket",https://www.foodmaxx.com/stores/479697d0-1744-40e7-8a24-2da38dc0d6c6/E.%20NINTH/484/OAKLAND,37.7754633,-122.2306101,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:06.433720
ChIJxRCJY4B-hYAR8pED77RBzRY,Berkeley Bowl Marketplace,"2020 Oregon St, Berkeley, CA 94703, USA",(510) 843-6929,4.6,3847,2.0,"establishment,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store,supermarket",http://www.berkeleybowl.com/,37.857061,-122.267212,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:06.714531
ChIJZYFdHkPGj4ARSQ2sRvpqL8o,Safeway,"46848 Mission Blvd, Fremont, CA 94539, USA",(510) 497-1003,4.1,1552,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/fremont/46848-mission-blvd.html,37.4896436,-121.9274557,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:07.013054
ChIJVaF-SjaQj4AROku0k4S6Vk4,Foodmaxx,"699 Lewelling Blvd, San Leandro, CA 94579, USA",(510) 614-7345,4.0,1126,,"establishment,food,grocery_or_supermarket,meal_delivery,point_of_interest,restaurant,store,supermarket",https://www.foodmaxx.com/stores/873af1b9-65c8-4a9f-bcbe-3c432a1916de/SAN%20LEANDRO/416/SAN%20LEANDRO,37.6878718,-122.1351291,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:07.316633
ChIJd95lW9iAhYARwmwzx6GugCg,Safeway,"15 Marina Blvd, San Francisco, CA 94123, USA",(415) 563-4946,4.2,2881,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/san-francisco/15-marina-blvd.html,37.8044671,-122.4328651,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:07.558483
ChIJ9a3hyi9-j4AR2ayb9h1Vxss,Safeway,"2300 16th St Unit 203, San Francisco, CA 94103, USA",(415) 575-1120,3.8,2656,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/san-francisco/2300-16th-st-unit-203.html,37.7669091,-122.4093346,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:07.935815
ChIJd78gt1e6j4ARNvamGuQ4hDs,Safeway,"2811 Middlefield Rd, Palo Alto, CA 94306, USA",(650) 321-8400,3.9,705,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/palo-alto/2811-middlefield-rd.html,37.4328752,-122.1272763,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:08.291116
ChIJC_ZoaSVnhYARLMmMa3zm7QA,Safeway,"2600 Willow Pass Rd, Concord, CA 94519, USA",(925) 689-3240,4.1,2136,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/concord/2600-willow-pass-rd.html,37.9782215,-122.0282109,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:08.538950
ChIJCYYAFMV9hYARmJORQa4TX58,Safeway,"6310 College Ave, Oakland, CA 94618, USA",(510) 985-0012,4.0,1743,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/oakland/6310-college-ave.html,37.85058,-122.2521213,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:08.821040
ChIJ40s1z11ghYAR61wCDBhfcww,Safeway,"2800 Ygnacio Valley Rd, Walnut Creek, CA 94598, USA",(925) 948-2283,4.4,1058,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/walnut-creek/2800-ygnacio-valley-rd.html,37.9272484,-122.0185483,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:09.060940
ChIJidNPqnd5j4AR-8q-9kPqwuQ,Safeway,"30 Chestnut Ave, South San Francisco, CA 94080, USA",(650) 952-8867,3.9,1434,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/south-san-francisco/30-chestnut-ave.html,37.6555557,-122.4316232,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:09.536722
ChIJ01MvKZzAj4AR82AKNv8jfY0,Safeway,"39100 Argonaut Way, Fremont, CA 94538, USA",(510) 794-1666,4.0,1744,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/fremont/39100-argonaut-way.html,37.5453319,-121.9894383,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:09.858578
ChIJTTlBXqmHj4AR8XmtBq-0YU8,Safeway,"3550 Fruitvale Ave, Oakland, CA 94602, USA",(510) 530-7067,4.1,1868,2.0,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",https://local.safeway.com/safeway/ca/oakland/3550-fruitvale-ave.html,37.80132890000001,-122.2154864,OPERATIONAL,google_places,"San Francisco, CA",grocery stores,2026-01-28T16:00:10.142645
