name,address,city,state,phone,website,types,lead_score,priority,review_count,rating,on_ubereats,on_grubhub,contact_by_date,latitude,longitude,place_id
Meijer,"15701 71st Ct, Orland Park, IL 60462, USA",Chicago,IL,(708) 342-9900,https://www.meijer.com/shopping/store-locator/262.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1727,4.2,False,True,2026-01-31,41.6047783,-87.7909497,ChIJMa3QA2k-DogRIKCDcfQWMsY
Jewel-Osco,"333 E Euclid Ave, Mt Prospect, IL 60056, USA",Chicago,IL,(847) 394-9390,https://local.jewelosco.com/il/mount-prospect/333-e-euclid-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,975,4.2,True,True,2026-01-31,42.0873539,-87.93095600000001,ChIJQadJXIi5D4gRKYz0DMk-GsM
ALDI,"1739 W Cermak Rd, Chicago, IL 60608, USA",Chicago,IL,(855) 955-2534,https://www.aldi.us/stores/l/il/chicago/1739-west-cermak-rd/f608,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2173,4.5,False,True,2026-01-31,41.85226,-87.66941,ChIJoXitY6YtDogRKkQ8OuT1g68
Seafood City Supermarket,"5033 N Elston Ave, Chicago, IL 60630, USA",Chicago,IL,(773) 295-1658,http://www.seafoodcity.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3869,4.3,False,True,2026-01-31,41.9728129,-87.7455798,ChIJbYNKuSjMD4gRY9dX82EsooU
Ralphs,"18405 Brookhurst St, Fountain Valley, CA 92708, USA",Los Angeles,CA,(714) 964-7566,https://www.ralphs.com/stores/grocery/ca/fountain-valley/fountain-valley-promenande/703/00059?cid=loc_70300059_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,766,4.3,True,False,2026-01-31,33.6953784,-117.9559135,ChIJeXbk0jAn3YARpyvMxU_KWZ0
Food 4 Less,"3039 S Cicero Ave, Cicero, IL 60804, USA",Chicago,IL,(708) 652-4257,https://www.food4less.com/stores/grocery/il/cicero/31st-cicero/708/00551?cid=loc_70800551_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1014,4.1,True,True,2026-01-31,41.8376472,-87.74120719999999,ChIJG8aUB8ozDogRwYVAPzVL440
Safeway,"19651 US-2, Monroe, WA 98272, USA",Seattle,WA,(360) 794-9292,https://local.safeway.com/safeway/wa/monroe/19651-hwy-2.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1736,4.2,False,True,2026-01-31,47.8600292,-121.9676364,ChIJX2oBCfammlQRWSPSVb2bntw
Safeway,"900 Meridian Ave E Suite 12, Milton, WA 98354, USA",Seattle,WA,(253) 927-2332,https://local.safeway.com/safeway/wa/milton/900-e-meridian-ave-suite-12.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2073,4.1,True,True,2026-01-31,47.2489006,-122.2958928,ChIJxyiTX_H4kFQRaEMjo8SrS9I
Safeway,"14020 Main St NE, Duvall, WA 98019, USA",Seattle,WA,(425) 844-1188,https://local.safeway.com/safeway/wa/duvall/14020-main-st-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,962,4.0,True,True,2026-01-31,47.7263019,-121.9846934,ChIJCc8xsysLkFQRS8H3qJmkuB4
Ralphs Fresh Fare,"1644 Cloverfield Blvd, Santa Monica, CA 90404, USA",Los Angeles,CA,(310) 582-3900,https://www.ralphs.com/stores/grocery/ca/santa-monica/olympic-cloverfield/703/00292?cid=loc_70300292_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,952,4.1,True,True,2026-01-31,34.0270416,-118.4738669,ChIJ2RSXwDm7woARhyezMN2hPSU
Safeway,"2505 San Ramon Valley Blvd, San Ramon, CA 94583, USA",San Francisco,CA,(925) 831-9515,https://local.safeway.com/safeway/ca/san-ramon/2505-san-ramon-valley-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,897,4.2,False,True,2026-01-31,37.7731996,-121.9768882,ChIJF0bBqLjyj4ARpd6Hx0EaEZ4
Safeway,"1 Camino Alto, Mill Valley, CA 94941, USA",San Francisco,CA,(415) 388-6216,https://local.safeway.com/safeway/ca/mill-valley/1-camino-alto.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,564,4.0,True,False,2026-01-31,37.894087,-122.5313172,ChIJZVXlQqyahYARMnpM0BnGxXU
Safeway,"707 Contra Costa Blvd, Pleasant Hill, CA 94523, USA",San Francisco,CA,(925) 689-2044,https://local.safeway.com/safeway/ca/pleasant-hill/707-contra-costa-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1484,4.1,True,True,2026-01-31,37.9710644,-122.0615782,ChIJQ3zdIbxmhYARfY6bR1rpGT4
Safeway,"6790 Bernal Ave, Pleasanton, CA 94566, USA",San Francisco,CA,(925) 846-8644,https://local.safeway.com/safeway/ca/pleasanton/6790-bernal-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1032,4.3,True,True,2026-01-31,37.6560809,-121.899526,ChIJ3UBi4inqj4ARFv8YHsLIdUE
Safeway,"15 Marina Blvd, San Francisco, CA 94123, USA",San Francisco,CA,(415) 563-4946,https://local.safeway.com/safeway/ca/san-francisco/15-marina-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2881,4.2,False,True,2026-01-31,37.8044671,-122.4328651,ChIJd95lW9iAhYARwmwzx6GugCg
Safeway,"6310 College Ave, Oakland, CA 94618, USA",San Francisco,CA,(510) 985-0012,https://local.safeway.com/safeway/ca/oakland/6310-college-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1743,4.0,True,True,2026-01-31,37.85058,-122.2521213,ChIJCYYAFMV9hYARmJORQa4TX58
QFC,"11224 NE 124th St, Kirkland, WA 98034, USA",Seattle,WA,(425) 821-8502,https://www.qfc.com/stores/grocery/wa/kirkland/qfc-totem-lake/705/00828?cid=loc_70500828_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,621,4.1,False,True,2026-01-31,47.7123953,-122.1912293,ChIJfZUiD3gSkFQRk4pAsS89c00
Safeway,"717 WA-9, Lake Stevens, WA 98258, USA",Seattle,WA,(425) 249-4000,https://local.safeway.com/safeway/wa/lake-stevens/717-sr-9-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1732,4.2,False,True,2026-01-31,48.00336799999999,-122.103773,ChIJjd0B23yrmlQRdzgUALnJTiI
Safeway,"253 High School Rd NE, Bainbridge Island, WA 98110, USA",Seattle,WA,(206) 842-7197,https://local.safeway.com/safeway/wa/bainbridge-island/253-high-school-rd-ne.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,700,4.1,True,True,2026-01-31,47.6350953,-122.5197055,ChIJXXHsjqM-kFQRZb0irD7QVrU
Safeway,"26916 Maple Vly Hwy, Maple Valley, WA 98038, USA",Seattle,WA,(425) 432-2020,https://local.safeway.com/safeway/wa/maple-valley/26916-maple-valley-rd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1269,4.2,True,False,2026-01-31,47.36027620000001,-122.0183189,ChIJOVnALKGKkFQRfRdfWTd2rNo
Safeway,"17230 140th Ave SE, Renton, WA 98058, USA",Seattle,WA,(425) 228-1740,https://local.safeway.com/safeway/wa/renton/17230-140th-ave-se.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1797,4.1,True,True,2026-01-31,47.4474284,-122.1524522,ChIJN5YHWH5nkFQRuEntwuuCeXE
Safeway,"152 Roosevelt Ave E, Enumclaw, WA 98022, USA",Seattle,WA,(360) 825-5023,https://local.safeway.com/safeway/wa/enumclaw/152-roosevelt-ave-e.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1664,4.1,False,True,2026-01-31,47.1982382,-121.9797307,ChIJcQsgP_jtkFQReYfudG8R6Ss
Ralphs,"7221 Woodman Ave, Van Nuys, CA 91405, USA",Los Angeles,CA,(818) 785-3162,https://www.ralphs.com/stores/grocery/ca/van-nuys/sherman-way/703/00047?cid=loc_70300047_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1359,4.1,False,True,2026-01-31,34.2019865,-118.4322132,ChIJ-3iY9OaWwoARKcufyacoYlI
Ralphs,"3410 W 3rd St, Los Angeles, CA 90020, USA",Los Angeles,CA,(213) 480-1421,https://www.ralphs.com/stores/grocery/ca/los-angeles/third-street/703/00032?cid=loc_70300032_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,2056,4.1,True,True,2026-01-31,34.0683874,-118.2905317,ChIJW2BaA2XHwoARQbKpw3X5HAY
Jewel-Osco,"370 N Desplaines St, Chicago, IL 60661, USA",Chicago,IL,(312) 243-2710,https://local.jewelosco.com/il/chicago/370-n-des-plaines-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1738,4.3,True,False,2026-01-31,41.8887205,-87.6449859,ChIJuTv6DcwsDogR4iM3ChhHxIE
Meijer,"755 E Boughton Rd, Bolingbrook, IL 60440, USA",Chicago,IL,(630) 783-5300,https://www.meijer.com/shopping/store-locator/215.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3247,4.3,True,True,2026-01-31,41.7212148,-88.03601660000001,ChIJOQdxF-1aDogRHCuwzLUvdWk
Fresh County Market,"2550 Arthur St, Gary, IN 46404, USA",Chicago,IL,(219) 977-9910,http://www.freshcountymarket.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2053,4.0,True,False,2026-01-31,41.5722307,-87.36063469999999,ChIJx0OD65_CEYgRO8ejvMfukAo
Walmart,"1220 Old Country Rd, Westbury, NY 11590, USA",New York,NY,(516) 794-7280,https://www.walmart.com/store/3420-westbury-ny?veh=seo_loc,"clothing_store,department_store,electronics_store,establishment,food,furniture_store,grocery_or_supermarket,hardware_store,home_goods_store,point_of_interest,store",100,Critical,9965,4.1,True,True,2026-01-31,40.7436213,-73.6007924,ChIJcQAAAESHwokRiz3dEHxw7Ic
Ralphs Fresh Fare,"11727 W Olympic Blvd, Los Angeles, CA 90064, USA",Los Angeles,CA,(310) 473-5238,https://www.ralphs.com/stores/grocery/ca/los-angeles/olympic-barrington/703/00210?cid=loc_70300210_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1087,4.2,True,True,2026-01-31,34.0349195,-118.4490712,ChIJSYmsUwy7woARwW01p9zUXHY
FOOD BAZAAR,"21 Manhattan Ave, Brooklyn, NY 11206, USA",New York,NY,(718) 532-0530,https://www.foodbazaar.com/find-your-store/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,7747,4.4,True,True,2026-01-31,40.7031456,-73.9450749,ChIJbzvarftbwokRzU4EGv87H0M
ShopRite of Veterans Rd,"3010 Veterans Rd W, Staten Island, NY 10309, USA",New York,NY,(718) 948-4945,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=112,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1912,4.2,True,False,2026-01-31,40.5292056,-74.23499009999999,ChIJ0Wjfq0a1w4kR1a44dLNU9pA
FOOD BAZAAR,"42-02 Northern Blvd #74, Long Island City, NY 11101, USA",New York,NY,(347) 448-8860,https://www.foodbazaar.com/find-your-store/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,7083,4.5,True,True,2026-01-31,40.7521249,-73.921528,ChIJh-ZryyVfwokR-tg5HCfSNtI
Ralphs Fresh Fare,"5601 Wilshire Blvd, Los Angeles, CA 90036, USA",Los Angeles,CA,(323) 936-4954,https://www.ralphs.com/stores/grocery/ca/los-angeles/wilshire-hauser/703/00289?cid=loc_70300289_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,944,4.2,True,True,2026-01-31,34.0628678,-118.3508874,ChIJNbpVkyG5woARTm8pP4l-wDo
Wegmans,"15 Woodbridge Center Dr, Woodbridge, NJ 07095, USA",New York,NY,(732) 596-3200,https://www.wegmans.com/stores/woodbridge-nj/?cid=GMB_Wegmans_2024:aw:ow:gb:gb:ao::,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4383,4.6,True,True,2026-01-31,40.5482362,-74.2966338,ChIJSaaE8cS1w4kR7qtfUFu3PpU
"ShopRite of Commerce St.-Stamford, CT","1990 W Main St, Stamford, CT 06902, USA",New York,NY,(203) 978-0464,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=397,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1862,4.4,True,False,2026-01-31,41.0474019,-73.5649493,ChIJDX7LLqqYwokRAWxgjxLhu78
Tony's Fresh Market,"2099 N Mannheim Rd, Melrose Park, IL 60160, USA",Chicago,IL,(708) 345-4700,https://locations.tonysfreshmarket.com/ll/us/il/melrose-park/2099-n-mannheim-rd/,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,2523,4.2,False,True,2026-01-31,41.913683,-87.882744,ChIJEVVlFDu1D4gRL1mj2WcxGEU
Stop & Shop,"8 Franklin St, Bloomfield, NJ 07003, USA",New York,NY,(973) 743-6413,https://stores.stopandshop.com/nj/bloomfield/8-franklin-street?y_source=1_NDE5NTgxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"establishment,food,grocery_or_supermarket,point_of_interest,store",100,Critical,2780,4.1,False,True,2026-01-31,40.7828446,-74.1847569,ChIJJ8dQkOJUwokR1uK35DT6Sbo
ShopRite of Englewood,"40 Nathaniel Pl, Englewood, NJ 07631, USA",New York,NY,(201) 816-8330,https://www.shoprite.com/?utm_source=GMB&utm_medium=Local_Search&utm_campaign=dbaPlatform&utm_term=169,"bakery,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2650,4.5,True,True,2026-01-31,40.896772,-73.97546369999999,ChIJKY7iXBnxwokRUWXQBSes2K4
Morton Williams Supermarkets,"908 2nd Ave, New York, NY 10017, USA",New York,NY,(212) 308-6922,https://www.mortonwilliams.com/our-locations,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1174,4.1,True,False,2026-01-31,40.7537995,-73.96896219999999,ChIJwdELkOJYwokRgSJOA1wL2Mo
Trade Fair,"89-02 37th Ave, Jackson Heights, NY 11372, USA",New York,NY,(718) 533-0844,https://tradefairny.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,874,4.1,True,False,2026-01-31,40.7503667,-73.8773847,ChIJHw9RUaVfwokRyAsVgQLClLc
Fine Fare Supermarkets,"4772 Broadway, New York, NY 10034, USA",New York,NY,(212) 304-1858,http://www.finefaresupermarkets.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,937,4.0,False,True,2026-01-31,40.8655982,-73.9264914,ChIJ23e-cPjzwokRtNDn20ldxFk
Key Food Supermarkets,"656 Castle Hill Ave, Bronx, NY 10473, USA",New York,NY,(718) 824-3666,http://keyfood.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,545,4.0,True,True,2026-01-31,40.8201256,-73.8479085,ChIJd5UCUdH0wokR2UXWj7TSujY
Vons,"4520 Sunset Blvd, Los Angeles, CA 90027, USA",Los Angeles,CA,(323) 662-8107,https://local.vons.com/ca/los-angeles/4520-sunset-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,2730,4.2,True,False,2026-01-31,34.0970657,-118.287983,ChIJ1zUA9k6_woARn56C3cZ-Yps
Ralphs,"13321 South St, Cerritos, CA 90703, USA",Los Angeles,CA,(562) 860-5635,https://www.ralphs.com/stores/grocery/ca/cerritos/cerritos-plaza/703/00083?cid=loc_70300083_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,640,4.2,False,True,2026-01-31,33.8601104,-118.0475512,ChIJNdkFXkMs3YAR93nuq5lLbdk
Ralphs,"1770 W Carson St, Torrance, CA 90501, USA",Los Angeles,CA,(310) 787-8786,https://www.ralphs.com/stores/grocery/ca/torrance/carson-abalone/703/00132?cid=loc_70300132_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1101,4.3,False,True,2026-01-31,33.830072,-118.3110835,ChIJrzt8U6NK3YARs7oNhFzNMqY
Ralphs,"1930 N Lakewood Blvd, Long Beach, CA 90815, USA",Los Angeles,CA,(562) 494-4371,https://www.ralphs.com/stores/grocery/ca/long-beach/traffic-circle/703/00186?cid=loc_70300186_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1096,4.3,False,True,2026-01-31,33.7921394,-118.1414312,ChIJy8JFaJEx3YARbP9S16uBcxk
Ralphs Fresh Fare,"14049 Ventura Blvd, Sherman Oaks, CA 91423, USA",Los Angeles,CA,(747) 233-6100,https://www.ralphs.com/stores/grocery/ca/sherman-oaks/sherman-oaks/703/00222?cid=loc_70300222_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1131,4.4,True,False,2026-01-31,34.1499568,-118.4391832,ChIJWZbfLi2WwoARtqTzdLfEI0o
Vons,"301 N Pass Ave, Burbank, CA 91505, USA",Los Angeles,CA,(818) 848-9542,https://local.vons.com/ca/burbank/301-n-pass-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1141,4.2,True,True,2026-01-31,34.154867,-118.3465585,ChIJ9Zz8Vs2_woARaCJ2Q8gvygY
Ralphs Fresh Fare,"500 N Pacific Coast Hwy, El Segundo, CA 90245, USA",Los Angeles,CA,(310) 615-0537,https://www.ralphs.com/stores/grocery/ca/el-segundo/e-el-segundo/703/00645?cid=loc_70300645_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1173,4.3,True,True,2026-01-31,33.9220531,-118.3955912,ChIJza7hd0uxwoARMdROQ1QVDnQ
Ralphs Fresh Fare,"17605 Harvard Ave, Irvine, CA 92614, USA",Los Angeles,CA,(949) 851-3161,https://www.ralphs.com/stores/grocery/ca/irvine/harvard-place/703/00080?cid=loc_70300080_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,749,4.3,False,True,2026-01-31,33.6771442,-117.83317,ChIJ4XJNGYDe3IARt7vGXfVav1Y
Ralphs Fresh Fare,"10772 Jefferson Blvd, Culver City, CA 90230, USA",Los Angeles,CA,(310) 839-4107,https://www.ralphs.com/stores/grocery/ca/culver-city/raintree-plaza/703/00284?cid=loc_70300284_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,598,4.2,True,False,2026-01-31,34.0023678,-118.3935481,ChIJyfNcfx26woARTRfCP-3ed-g
Jewel-Osco,"1220 S Ashland Ave, Chicago, IL 60608, USA",Chicago,IL,(312) 733-0153,https://local.jewelosco.com/il/chicago/1220-s-ashland-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,3511,4.1,True,True,2026-01-31,41.86591629999999,-87.668622,ChIJgZ_UMgUtDogRUJ1r21D89DY
Mariano's,"333 E Benton Pl, Chicago, IL 60601, USA",Chicago,IL,(312) 228-1349,https://www.marianos.com/stores/grocery/il/chicago/marianos-lakeshore-east/531/00503?cid=loc_53100503_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,702,4.1,True,False,2026-01-31,41.8852691,-87.6184837,ChIJo9X181crDogRaEqrf4G9v7I
Mariano's,"3358 W Touhy Ave, Skokie, IL 60076, USA",Chicago,IL,(847) 763-8801,https://www.marianos.com/stores/grocery/il/skokie/marianos-skokie/531/00531?cid=loc_53100531_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,1494,4.2,True,True,2026-01-31,42.0126071,-87.71417749999999,ChIJ1ZOOETTOD4gR_VDlKWiyFI0
Ralphs Fresh Fare,"6290 E Pacific Coast Hwy, Long Beach, CA 90803, USA",Los Angeles,CA,(562) 795-0167,https://www.ralphs.com/stores/grocery/ca/long-beach/marina-shopping-center/703/00178?cid=loc_70300178_gmb,"bakery,establishment,florist,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store",100,Critical,516,4.3,True,True,2026-01-31,33.7609644,-118.1160976,ChIJCerdWCgw3YARXW9r5bO_gBI
Jewel-Osco,"550 N State St, Chicago, IL 60654, USA",Chicago,IL,(312) 527-2162,https://local.jewelosco.com/il/chicago/550-n-state-st.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1731,4.1,True,False,2026-01-31,41.8922895,-87.62858399999999,ChIJJ9dviK0sDogRsKzwRyDblRk
Meijer,"611 W Lincoln Hwy, Merrillville, IN 46410, USA",Chicago,IL,(219) 650-3700,https://www.meijer.com/shopping/store-locator/165.html?cmpid=LM:Web::::05112021::GoogleGrocery,"department_store,electronics_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,4753,4.2,True,True,2026-01-31,41.4677978,-87.34595589999999,ChIJBdD5ACDvEYgR2zMlydxKRDE
Jewel-Osco,"2940 N Ashland Ave, Chicago, IL 60657, USA",Chicago,IL,(773) 871-8242,https://local.jewelosco.com/il/chicago/2940-n-ashland-ave.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,1436,4.2,False,True,2026-01-31,41.9353485,-87.67005920000001,ChIJ5Qmh3ffSD4gRu16ljKcINzw
Trader Joe's,"3745 N Lincoln Ave, Chicago, IL 60613, USA",Chicago,IL,(773) 248-4920,https://locations.traderjoes.com/il/chicago/688/?utm_source=gmb&utm_medium=organic&utm_campaign=local,"establishment,food,grocery_or_supermarket,health,liquor_store,point_of_interest,store,supermarket",100,Critical,2721,4.6,True,True,2026-01-31,41.9498851,-87.67514039999999,ChIJGzaZMkLSD4gRdbkdpeLGPuc
Safeway,"1978 Contra Costa Blvd, Pleasant Hill, CA 94523, USA",San Francisco,CA,(925) 688-0680,https://local.safeway.com/safeway/ca/pleasant-hill/1978-contra-costa-blvd.html,"bakery,establishment,florist,food,grocery_or_supermarket,point_of_interest,store,supermarket",100,Critical,877,4.0,False,True,2026-01-31,37.948935,-122.0579308,ChIJyXW8GzhhhYAR_nSDMReO9ys
